id,jobId,title,description,location,country,state,city,jobType,salary,skills,experienceLevel,currency,applicationUrl,benefits,approvalStatus,brokenLink,jobStatus,responsibilities,workSettings,roleCategory,qualifications,companyLogo,companyName,ipBlocked,createdAt,updatedAt,minSalary,maxSalary,postedDate,category
2435f9a5-3ec2-4f33-8284-ceffc496a247,nigel_frank_international_(recruiter)_a0MaA000000vEUT.2_1753823505,Dynamics 365 CE / Power Platform Architect,"Dynamics 365 CE / Power Platform Technical Architect - NYC - $180k - Remote Flex

Your New Company: Our client is in the industrial products space selling services for the commercial, industrial, healthcare/life sciences and residential building markets. They have been expanding rapidly over the past year, consistently acquiring new companies every quarter, and are now looking for a senior-level Dynamics 365 CE Architect to join their team.

Your New Role: Technical Architect
We are seeking a highly skilled and experienced techno-functional resource specializing in Microsoft Power Platform, with deep expertise in Dynamics 365 Customer Engagement (CE). This role requires hands-on development experience with C# plugin workflows, architectural design of CE solutions, and comprehensive knowledge of environment and instance management within the Microsoft ecosystem.","New York City, New York, United States",United States,New York,New York City,fullTime,"150,000 - 180,000 USD per year","['Microsoft Dynamics 365 Customer Engagement', 'Dynamics CRM', 'Power Platform', 'C#', 'Power Automate', 'Power Apps', 'Dataverse', 'Azure Functions', 'Azure Service Bus', 'Azure Logic Apps', 'DevOps', 'BitBucket', 'Azure DevOps']",expert,USD,https://www.nigelfrank.com/job/a0MaA000000vEUT.2_1753823505/dynamics-365-ce---power-platform-architect-nyc-180k,"['Top-tier medical, dental, vision coverage', '401k plan', '3 Weeks PTO to start', 'Remote flexibility with very low travel', 'Excellent career growth potential', 'Mentorship and learning opportunities']",,False,active,"['Design and implement scalable solutions using Power Platform, particularly Dynamics 365 CE', 'Develop and maintain custom C# plugins, custom workflow activities, and integrations with external systems', 'Architect solutions that align with business needs and Microsoft best practices', 'Lead technical design sessions and translate business requirements into robust system designs', 'Manage and maintain Power Platform and D365 CE instances across multiple environments (Dev, QA, Prod)', 'Provide governance and guidance around solution architecture, security, data model design, and integrations', 'Collaborate with business stakeholders, developers, and administrators to deliver enterprise-grade solutions', 'Troubleshoot and resolve complex platform, performance, or integration issues']",remote,Technical Architect,"['7+ years of experience with Microsoft Dynamics 365 CE (Sales, Customer Service, etc.)', '5+ years of hands-on development experience in C#, particularly with custom plugins and workflows', 'Proven experience as a Solutions Architect on enterprise Power Platform projects', 'Strong understanding of Power Automate, Power Apps (Model-Driven and Canvas), and Dataverse', 'Experience with Azure services and integration patterns (e.g., Azure Functions, Service Bus, Logic Apps)', 'Deep understanding of security roles, business rules, form customizations, and advanced data modeling in CE', 'Experience managing Power Platform environments, solutions, and deployment pipelines', 'Familiarity with DevOps practices and tools (e.g., BitBucket, Azure DevOps)', 'Microsoft Certified: Power Platform Solution Architect Expert or equivalent a plus']",,Nigel Frank International (Recruiter),False,2025-08-08 19:34:49.990853,2025-08-13 20:26:27.946430,180000,150000,2025-08-08 18:28:08.471847,architect
b08861c8-ca5f-4040-b956-99a752991006,nigel_frank_international_a0MP9000009ITrB.2_1754905823,Data Analyst - SQL & Python,"Are you ready to make a real impact as the first Data Analyst in a well-established organisation? We're recruiting on behalf of a respected business who are on a journey to become truly data-driven. This is a unique opportunity to shape their data strategy from the ground up, reporting directly to the Data Lead. Whilst they're based in Corby (Northamptonshire), this role is open to candidates across the UK who are happy to travel into the office once every two weeks. What you'll be doing: Manipulating and analysing large, complex datasets using SQL and Python. Driving data-informed decision-making across the business. Leading initiatives around data quality, management, and governance. Supporting the introduction of Snowflake into the data environment. Exploring future opportunities to apply AI for automation and efficiency. What we're looking for: Strong experience with SQL and Python for data manipulation and analysis. An understanding of data governance and data quality. A proactive mindset and ability to work independently. Knowledge of Snowflake (desirable but not essential). Passion for improving data processes and driving innovation. What you'll be rewarded with: Salary up to £40-45,000 depending on experience. 21 days holiday + 4.5 days to be taken over Christmas + bank holidays + option to buy more days off. Flexible working hours. Company pension scheme. If you're looking for a role where you can shape strategy, drive innovation, and grow with the business - this could be the perfect fit. Please Note: This is a permanent role for UK residents only. This role does not offer Sponsorship. You must have the right to work in the UK with no restrictions. Some of our roles may be subject to successful background checks including a DBS and Credit Check.",Corby,United Kingdom,Northamptonshire,Corby,fullTime,"£35,000 to £45,000 GBP","['SQL', 'Python', 'MS Power BI', 'Snowflake', 'Data Governance', 'Data Quality']",intermediate,GBP,https://www.nigelfrank.com/job/a0MP9000009ITrB.2_1754905823/data-analyst-sql-amp-python,"['21 days holiday', '4.5 days to be taken over Christmas', 'bank holidays', 'option to buy more days off', 'flexible working hours', 'company pension scheme']",,False,active,"['Manipulating and analysing large, complex datasets using SQL and Python', 'Driving data-informed decision-making across the business', 'Leading initiatives around data quality, management, and governance', 'Supporting the introduction of Snowflake into the data environment', 'Exploring future opportunities to apply AI for automation and efficiency']",hybrid,analytics,"['Strong experience with SQL and Python for data manipulation and analysis', 'An understanding of data governance and data quality', 'A proactive mindset and ability to work independently', 'Knowledge of Snowflake (desirable but not essential)', 'Passion for improving data processes and driving innovation']",,,False,2025-08-12 19:55:40.172798,2025-08-12 19:55:40.172798,45000,35000,2025-08-12 18:30:34.205569,analytics
90abd8a2-2630-44a4-b47d-1d9411e1dbf0,nigel_frank_international_a0MP9000009GT8v.2_1754303706,D365FO Support Analyst - Hybrid - GBP60k,"We are working with a leading manufacturer currently implementing D365FO and they are now seeking a Support Analyst to support this major digital transformation. The successful candidate will play a key role in supporting and enhancing their hybrid ERP estate (AX 2012 / D365FO / BI) and related production systems across the business. This is a fantastic opportunity to join a well-established, growth-focused organisation at a pivotal moment as they move toward full D365FO deployment. You will support the 2nd-3rd line application support function, collaborate with business stakeholders, and deliver projects that improve operational efficiency and system performance.",England,United Kingdom,,,fullTime,"Up to £60,000 GBP","['D365', 'D365 Finance and Operations', 'AX 2012', 'Microsoft Dynamics', 'Power BI', 'Power Platform', 'Power Automate', 'PPMS', 'PTS', 'ERP support', 'hybrid cloud', 'on-premise', 'Microsoft environment', '2nd line support', '3rd line support', 'application support', 'business intel']",intermediate,GBP,mailto:b.milne@nigelfrank.com,[],,False,active,"['Deliver 2nd-3rd line application support for AX 2012, D365FO, PTS, PPMS, and BI platforms.', 'Collaborate on application projects, managing small-to-medium initiatives independently.', 'Maintain integrations and ensure smooth data flow between multiple business systems.', 'Partner with key stakeholders to drive business process and system improvements.', 'Support D365FO continuous deployment, enhancements, and user adoption.', 'Identify and implement opportunities for automation, efficiency, and performance optimisation.', 'Provide user training and ensure best practice in system use.', 'Assist with application work prioritisation and IT budget collaboration with finance.', 'Support junior team members as a senior presence within the IT function.']",hybrid,support analyst,"['Proven experience supporting ERP applications in a hybrid environment (D365FO essential).', 'Experience with AX 2012, BI, and production system integrations.', 'Comfortable working in both cloud and on-premise environments.', 'Microsoft certifications or Power Platform experience (Power Automate) desirable.', 'Experience in a manufacturing environment is a strong advantage.', 'Strong stakeholder communication skills and the ability to prioritise business requirements.', 'A proactive, curious mindset with strong analytical and problem-solving abilities.']",,Nigel Frank International,False,2025-08-07 19:38:44.267301,2025-08-13 20:26:27.946430,60000,0,2025-08-07 18:33:35.921782,administrator
49a26c3c-e357-45ce-b15c-11266e75388b,deloitte_308915,Dynamics 365 Platform Senior Consultant,"Are you interested in working in a dynamic environment that offers opportunities for professional growth and new responsibilities? If so, Deloitte & Touche LLP could be the place for you. Traditional security programs have often been unsuccessful in unifying the need to both secure and support technology innovation required by the business. Join Deloitte's Advisory Cyber Risk Services team and become a member of the largest group of Cyber Risk individuals worldwide. As a Senior Consultant, you will be in the front lines with our clients supporting them with their Cyber Risk needs specifically helping them address Dynamics 365 Platform. You will solve evolving business challenges by analyzing and implementing Cyber services on D365 services involving D365 Finance, D365 Project Operations, D365 Supply Chain Management, D365 Sales, Customer Service, Field Service, Marketing, Business Central etc. to the top global organizations. You will implement D365 security solutions leveraging subject matter knowledge and experience across cyber security domains such as governance & strategy, data privacy & protection, identity & access management, infrastructure security, encryption, logging and monitoring etc. in alignment with shared security responsibilities. You will configure, customize, and support Microsoft Dynamics 365 applications (such as Sales, Customer Service, Field Service, or Finance & Operations) to meet business requirements, analyze business processes and translate them into Dynamics 365 solutions, and serve as a subject matter specialist in multiple domains of Dynamics 365 platform, MS 365, and Power Platform.","Austin, Texas, United States",United States,Texas,Austin,fullTime,"$118,700 - $218,600","['Microsoft Dynamics 365', 'D365 Finance', 'D365 Project Operations', 'D365 Supply Chain Management', 'D365 Sales', 'Customer Service', 'Field Service', 'Marketing', 'Business Central', 'Cyber security', 'Governance & strategy', 'Data privacy & protection', 'Identity & access management', 'Infrastructure security', 'Encryption', 'Logging and monitoring', 'Power Platform', 'Power Apps', 'Power Automate', 'Power BI', 'Microsoft Azure', 'Azure Functions', 'Logic Apps', 'Active Directory', 'Microsoft Entra ID', 'Project management', 'Business process analysis']",experienced,USD,https://apply.deloitte.com/en_US/careers/Login?jobId=308915,"['Broad range of benefits', 'Professional development opportunities', 'Mentorship', 'Discretionary annual incentive program']",,False,active,"['Solve evolving business challenges by analyzing and implementing Cyber services on D365 services involving D365 Finance, D365 Project Operations, D365 Supply Chain Management, D365 Sales, Customer Service, Field Service, Marketing, Business Central etc.', 'Implement D365 security solutions leveraging subject matter knowledge and experience across cyber security domains such as governance & strategy, data privacy & protection, identity & access management, infrastructure security, encryption, logging and monitoring etc.', 'Configure, customize, and support Microsoft Dynamics 365 applications (such as Sales, Customer Service, Field Service, or Finance & Operations) to meet business requirements.', 'Analyze business processes and translate them into Dynamics 365 solutions, including gathering requirements, documenting user stories, and designing workflows.', 'Demonstrate experience with Dynamics 365 administration, including user management, security roles, and environment management.', 'Serve as a subject matter specialist in multiple domains of Dynamics 365 platform, MS 365, and Power Platform.', 'Integrate identity and access management controls in D365, with experience in Microsoft Entra ID governance.', 'Provide expert consultation on D365 security features, industry standards, and best practices.', 'Guide junior staff, project planning, and project management.', 'Escalate potential risks on client engagements and highlight potential solutions proactively.', 'Demonstrate commitment to continuous improvement through regular discussion with the client and/or internal teams to assess service delivery.', 'Support proposal development efforts for new clients.', 'Contribute to company eminence activities, such as white papers pertaining to D365 and related technologies.', 'Foster a culture of collaboration and build team members’ strengths.']",,consultant,"['4+ years of hands-on experience implementing, configuring, or supporting Microsoft Dynamics 365 applications', 'Strong understanding of business processes and workflows within CRM or ERP environments', 'Proficiency with Power Platform tools (Power Apps, Power Automate, Power BI) and experience integrating these with Dynamics 365', 'Familiarity with Microsoft Azure services (e.g., Azure Functions, Logic Apps, Active Directory) as they relate to Dynamics 365 integrations and deployments', 'Excellent communication and interpersonal skills', 'Experience working directly with business stakeholders and end users', 'Demonstrated ability to manage multiple tasks and projects simultaneously', 'Experience working with Power Platform (Power Apps, Power Automate, Power BI, Dataverse)', 'Excellent analytical and problem-solving skills', 'Ability to travel up to 50%, on average', 'Limited immigration sponsorship may be available', 'BA/BS Degree preferred. Ideally in Computer Science, Cyber Security, Information Security, Engineering, Information Technology', ""Certifications such as Microsoft's new role-based certifications e.g. SC-900, MB-910, MB-920 and PL-900. Nice to have certifications: CCSP, CCSK, CISSP, CCNP, CCNA, MCSE, MCSA.""]",,Deloitte,False,2025-08-12 19:55:40.172798,2025-08-13 20:26:27.946430,218600,118700,2025-08-12 18:31:05.040949,consultant
c87c7a6c-e51f-4b1c-8f48-0bdb94be6e82,_01aaefbb4b,IT Manager – D365 CE / Power Platform,"A long-established, family-owned business in the agricultural and equipment dealership space is seeking a hands-on Dynamics 365 & Power Platform Owner to take charge of its internal platform strategy. This role will focus on optimising the platform across sales, marketing, and service departments to support business growth and customer engagement. This hybrid opportunity supports multiple dealership locations across the Texas Gulf Coast region. You’ll work closely with stakeholders to ensure the platform is adopted effectively, tailored to industry-specific needs, and used to its full potential.",Texas,United States,Texas,,fullTime,"120,000 – 140,000 USD per year","['Microsoft Dynamics 365', 'Power Platform', 'Power Apps', 'CRM', 'Platform Owner', 'Business Applications', 'Internal Systems', 'ERP', 'Sales & Marketing Technology', 'D365 Consultant', 'Onboarding & Training', 'Platform Optimisation', 'Dealership Operations']",experienced,USD,https://www.pearsoncarter.com/job/it-manager-d365-ce-power-platform/#apply-dialog,"['Full benefits package including healthcare and PTO', 'Hybrid setup: occasional travel to multiple regional sites', 'Supportive, down-to-earth company culture with strong values and a long-standing community presence']",,False,active,"['Own and manage the internal Power Platform and Dynamics 365 environment', 'Work with sales, marketing, and service teams to improve workflows, dashboards, and customer segmentation', 'Conduct training, onboarding, and troubleshooting for users across multiple sites', 'Design and customise CRM capabilities and Power Apps for internal business processes', 'Identify opportunities for platform improvement based on user needs and industry practices', 'Collaborate with new departmental leaders to align system usage with operational goals', 'Drive platform adoption and usage across the business']",hybrid,IT Manager,"['Proven experience with Microsoft Dynamics 365 (CRM) and Power Platform', 'Strong understanding of customisation, user onboarding, and process automation', 'Background supporting sales or marketing functions with CRM and business apps', 'Ability to create user-friendly dashboards and workflows', 'Experience working across cross-functional teams with varying technical skill levels', 'Familiarity with dealership, distribution, or service-based industries is a plus', 'Self-starter with strong communication and problem-solving skills']",https://www.pearsoncarter.com/job/it-manager-d365-ce-power-platform/,,False,2025-08-01 19:22:09.431173,2025-08-01 19:22:09.431173,140000,120000,2025-08-01 18:57:09.210745,administrator
30bdfe82-7e92-419b-8331-b83a1dd03869,nigel_frank_international_a0MaA000000nk0C.2_1746138425,D365 CRM / Power Platform Solutions Architect,"Are you a strategic thinker with deep hands-on expertise in Microsoft Dynamics 365 and Power Platform? We're seeking a Solutions Architect to lead the design, implementation, and optimization of our CRM and automation ecosystem as we scale rapidly. This is more than a technical role - it's a chance to shape the digital backbone of a fast-growing, entrepreneurial company.

What You'll Be Doing:
- Architect and optimize end-to-end solutions across D365 Customer Service, Sales, and Marketing, leveraging PowerApps, Power Automate, and related tools.
- Own the technical roadmap for CRM and automation, ensuring alignment with business goals.
- Collaborate with and manage deliverables from our Managed Service Provider (MSP) to ensure quality, security, and performance.
- Use your knowledge of SQL and APIs to drive integrations, data flow, and reporting across platforms.
- Lead project scoping, technical design, and execution in partnership with internal teams and external vendors.
- Serve as a strategic advisor to executive leadership, with a direct path toward technology leadership roles like CTO.

Why Join Us:
- EOS-Driven Culture: We run on the Entrepreneurial Operating System, which means clarity, accountability, and a fast-moving, no-red-tape environment.
- High-Growth Opportunity: We're on track to double in size - be part of a team growing from 30 to 60 corporate employees (and 150+ property staff).
- Leadership Track: This isn't a back-office role - you'll have major influence on our tech strategy and a clear path to becoming CTO.

Let's Build the Future Together. If you're ready to architect systems that drive scale, efficiency, and innovation - we want to hear from you.","Miami, Florida, United States",United States,Florida,Miami,fullTime,130000 - 160000 USD,"['Microsoft Power Apps', 'Power Platform - CRM Dynamics', 'Power Platform - Dynamics 365', 'SQL', 'API integrations', 'Data modeling', 'Power Automate']",experienced,USD,https://www.nigelfrank.com/job/a0MaA000000nk0C.2_1746138425/d365-crm---power-platform-solutions-architect-miami-fl,"['EOS-Driven Culture', 'High-Growth Opportunity', 'Leadership Track']",,False,active,"['Architect and optimize end-to-end solutions across D365 Customer Service, Sales, and Marketing, leveraging PowerApps, Power Automate, and related tools.', 'Own the technical roadmap for CRM and automation, ensuring alignment with business goals.', 'Collaborate with and manage deliverables from our Managed Service Provider (MSP) to ensure quality, security, and performance.', 'Use your knowledge of SQL and APIs to drive integrations, data flow, and reporting across platforms.', 'Lead project scoping, technical design, and execution in partnership with internal teams and external vendors.', 'Serve as a strategic advisor to executive leadership, with a direct path toward technology leadership roles like CTO.']",hybrid,solutions architect,"['5+ years of experience in Microsoft Dynamics 365 CRM (Customer Service, Sales, and Marketing) and Power Platform.', 'Proven success in solutions architecture, systems integration, and delivering scalable enterprise applications.', 'Experience managing or coordinating with MSPs or third-party development partners.', 'Strong working knowledge of SQL, API integrations, and data modeling.', 'A track record of project ownership and the ability to translate business needs into smart, scalable solutions.']",,Nigel Frank International,False,2025-07-26 19:42:04.519222,2025-07-26 19:42:04.519222,160000,130000,2025-07-26 18:30:38.555316,architect
34777b59-ede6-4655-9a18-0d1d6e2e596b,pearson_carter_769ff20259,D365 Business Central Pre-Sales Consultant – Up to £90K,"An exciting opportunity has opened up for a Pre-Sales Consultant to take full ownership of the Dynamics 365 Business Central (D365 BC) pre-sales function within a fast-growing Microsoft Partner. This is a newly created role due to continued expansion and strategic investment in sales capability. Pre-sales responsibilities are currently managed by senior leadership, which has created operational bottlenecks. The successful candidate will step in as a dedicated expert, working closely with Sales and Marketing to craft tailored demos and drive client engagement across the UK, Europe.",London,United Kingdom,,London,fullTime,"£80,000 - £90,000","['D365 Business Central', 'Dynamics NAV', 'Pre-Sales', 'Microsoft Dynamics', 'LS Central', 'Power Platform', 'Azure', 'ERP', 'Solution Architecture', 'Continia', 'Tasklet', 'CRM tools']",expert,GBP,https://www.pearsoncarter.com/job/d365-business-central-pre-sales-consultant-up-to-90k-4/#apply-dialog,"['Up to £100,000 basic salary', '25 days annual leave', 'Your birthday off', 'Critical illness & death-in-service benefit', 'Access to a workplace wellbeing platform', 'Mental health first aiders and positive work culture', 'Training and development budget', 'Regular team social activities']",,False,active,"['Lead and manage the pre-sales function for D365 BC opportunities', 'Collaborate with Sales and Marketing to identify client needs and build tailored solutions', 'Deliver compelling demos, proof of concepts (PoCs), and presentations', 'Create engaging pre-sales content (videos, whitepapers, solution guides)', 'Represent the company at events, webinars, and client meetings', 'Work with platforms such as D365 BC, LS Central, Power Platform, and CRM tools']",remote,preSales,"['5 years of hands-on experience in D365 BC pre-sales, consulting, or architecture', 'Proven ability in BC configuration, implementation, and solutioning', 'Confident in presenting to both technical and non-technical audiences', 'Experience with LS Retail / LS Central (nice to have)', 'Familiarity with Power Platform, Continia, Tasklet Factory (nice to have)', 'Consultative, client-first mindset', 'Strong communicator and engaging presenter', 'Creative and proactive in building solution narratives and assets']",https://www.pearsoncarter.com/job/d365-business-central-pre-sales-consultant-up-to-90k-4/,Pearson Carter,False,2025-08-01 19:22:09.431173,2025-08-01 19:22:09.431173,90000,80000,2025-08-01 18:57:27.402010,consultant
57e33e72-f4eb-4bb4-b857-a5cceeaa3b1d,apex_systems_2076605,Power Platforms Engineer,"Apex Systems is seeking an experienced Power Platforms Engineer for a large financial client. The position is a 12-18 mo. Contract position that requires candidates to sit onsite in Charlotte, NC or Addison, TX on a hybrid schedule (3x per week onsite). We are seeking a highly skilled and innovative Power Platforms Engineer to join our team. You will be part of a team responsible for enabling Power Apps and Power Automate services for the enterprise. The ideal candidate will have extensive experience administering Power Platforms, developing applications using Power Apps and building workflows using Power Automate. This role requires a deep understanding of Power Platform concepts such as tenant settings and configuration, environment provisioning and management, data loss policies, licensing, monitoring. In addition, a solid understanding of business processes, systems engineering, and the ability to translate requirements into efficient and scalable designs.","Charlotte, North Carolina or Addison, Texas",United States,,,fullTime,68 - 70 USD per hour,"['Microsoft Power Platform', 'Power Apps', 'Power Automate', 'Power BI', 'Power Virtual Agents', 'SharePoint', 'SQL', 'Dataverse', 'JavaScript', 'PowerShell', 'Microsoft Graph API', 'Systems Engineering', 'Business Process Automation']",experienced,USD,https://itcareersapply.apexsystems.com/application?id=Lb93NZ6tLE8%3d,"['Medical insurance', 'Dental insurance', 'Vision insurance', 'Life insurance', 'Disability insurance', 'Employee stock purchase program (ESPP)', '401K with company match', 'Health Savings Account (HSA)', 'Employee Assistance Program (EAP)', 'Corporate discount savings program', 'On-demand training program', 'Certification prep and discounts', 'Access to technical and leadership courses/books/seminars', 'Dedicated customer service team', 'Certified Career Coach']",,False,active,"['Design and implement solutions using Microsoft Power Platforms (Power Apps, Power Automate, Power BI, Power Virtual Agents) to meet complex business requirements.', 'Automate engineering and business processes using Power Automate, creating workflows that enhance productivity and efficiency.', 'Customize and integrate Power Platform solutions with other enterprise systems and third-party services to ensure seamless data flow and interoperability.', 'Design and implement data models and manage integrations with various data sources (e.g., SharePoint, SQL, Dataverse) to ensure data accuracy and reliability.', 'Provide technical support and troubleshooting for Power Platform solutions, identifying, and resolving issues promptly.', 'Create and maintain detailed technical documentation for solutions, workflows, and processes, ensuring knowledge transfer and continuity.', 'Work closely with cross-functional teams, including business analysts, IT professionals, and stakeholders, to understand requirements and deliver effective solutions.', 'Stay updated with the latest features and updates in Microsoft Power Platforms and Power Automate, implementing new functionalities to enhance existing solutions.']",hybrid,engineer,"['Bachelor’s degree in Engineering, Computer Science, Information Technology, or a related field.', 'Minimum of 3 years of experience working with Microsoft Power Platforms and Power Automate in an engineering or systems role.', 'Proven experience in designing and implementing solutions using Power Apps, Power Automate, Power BI, and related technologies.', 'Experience with data integration and management, particularly with SharePoint, SQL, and Dataverse.', 'Proficiency in Power Apps for engineering applications, including canvas and model-driven apps.', 'Strong understanding of Power Automate for creating and managing workflows.', 'Experience with Power BI for data visualization and reporting.', 'Familiarity with scripting languages (e.g., JavaScript, PowerShell).', 'Familiarity with the Microsoft Graph API regarding Power Platform administration.', 'Understanding of engineering principles and processes, with the ability to translate them into technical solutions.', 'Strong analytical and problem-solving skills.', 'Excellent communication and interpersonal skills.', 'Ability to work independently and in a team environment.', 'Detail-oriented with strong organizational skills.', 'Ability to manage multiple tasks and priorities effectively.', 'Preferred Certifications: Microsoft Certified: Power Platform Fundamentals (PL-900), Microsoft Certified: Power Platform App Maker Associate (PL-100), Microsoft Certified: Power Platform Functional Consultant Associate (PL-200)']",https://www.apexsystems.com/profiles/apex/themes/apex_bootstrap/images/Apex_logo_horizontal_color.png,Apex Systems,False,2025-07-26 19:42:04.519222,2025-08-13 20:26:27.946430,70,68,2025-06-16 00:00:00.000000,engineer
81f6a043-6330-489a-8faf-fcd8d70b5d31,dxc_technology_51555330,Senior Power Platform Developer,"Senior Power Platform Developer

Job Location: Bangalore
Work Mode: Work at office

Required Skills & Qualifications:
- 6+ years of hands-on experience in developing applications using Power Apps (Canvas and Model-Driven) and Power Automate.
- Strong knowledge of SharePoint, SQL, and REST APIs.
- Experience with Power BI for reporting and dashboards (preferred).
- Familiarity with Azure Functions, Logic Apps, and Azure DevOps (nice to have).
- Design, develop, and customize Power Apps applications (Canvas and Model-Driven).
- Integrate Power Apps with SharePoint, Dataverse, SQL Server, and other data sources.
- Build and manage workflows using Power Automate to streamline business processes.
- Architect enterprise solutions using Power Apps, Power Automate, and Power Virtual Agents.
- Provide implementation strategy and guidance for Power Platform solutions.
- Understand and implement custom connectors and APIs within the Power Platform.
- Ensure solutions are secure, scalable, and optimized for performance.
- Collaborate with stakeholders to gather requirements and deliver effective solutions.
- Troubleshoot and resolve issues related to Power Platform applications.
- Stay current with Power Platform updates, features, and best practices.

At DXC Technology, we believe strong connections and community are key to our success. Our work model prioritizes in-person collaboration while offering flexibility to support wellbeing, productivity, individual work styles, and life circumstances. We’re committed to fostering an inclusive environment where everyone can thrive.","Bangalore, Karnataka, India",India,Karnataka,Bangalore,fullTime,,"['Power Apps', 'Power Automate', 'SharePoint', 'SQL', 'REST APIs', 'Power BI', 'Azure Functions', 'Logic Apps', 'Azure DevOps', 'Dataverse', 'Power Virtual Agents', 'Custom connectors', 'APIs']",experienced,,https://dxctechnology.wd1.myworkdayjobs.com/DXCJobs/job/IND---KA---BANGALORE/Senior-Power-Platform-Developer_51555330/apply,[],,False,active,"['Design, develop, and customize Power Apps applications (Canvas and Model-Driven)', 'Integrate Power Apps with SharePoint, Dataverse, SQL Server, and other data sources', 'Build and manage workflows using Power Automate to streamline business processes', 'Architect enterprise solutions using Power Apps, Power Automate, and Power Virtual Agents', 'Provide implementation strategy and guidance for Power Platform solutions', 'Understand and implement custom connectors and APIs within the Power Platform', 'Ensure solutions are secure, scalable, and optimized for performance', 'Collaborate with stakeholders to gather requirements and deliver effective solutions', 'Troubleshoot and resolve issues related to Power Platform applications', 'Stay current with Power Platform updates, features, and best practices']",onSite,developer,"['6+ years of hands-on experience in developing applications using Power Apps (Canvas and Model-Driven) and Power Automate', 'Strong knowledge of SharePoint, SQL, and REST APIs', 'Experience with Power BI for reporting and dashboards (preferred)', 'Familiarity with Azure Functions, Logic Apps, and Azure DevOps (nice to have)']",https://cdn.phenompeople.com/CareerConnectResources/DXTEGLOBAL/images/header-logo-1644231922264.png,DXC Technology,False,2025-08-02 19:19:59.061003,2025-08-02 19:19:59.061003,0,0,2025-07-29 00:00:00.000000,developer
18ce32bc-88b9-4227-ac1b-e9e149608d58,dxc_technology_51509711,【EAS】Microsoft Power Platform プロジェクトマネージャー/プロジェクトリーダー、導入コンサルタント,"世界トップクラスのITサービスを提供するDXCでMicrosoft Power Platform プロジェクトマネージャー/プロジェクトリーダー、導入コンサルタントとしてご活躍いただきたいと思います。Power Platform製品(Power Apps, Power Automate, Power BI, Power Virtual Agent, Power Pages)のいずれかにおけるプロジェクトマネージャー/プロジェクトリーダー、導入コンサルタントとして、アプリケーションの開発(導入)、コンサルティング、運用および支援を行います。コンサルティング（アドバイザリー）、Power Platform導入、運用支援、プロジェクトの上流から本稼動、運用定着化までのタスクを担当します。ご経験、ご志向によりプロジェクトやタスクを決定いたします。",Tokyo,Japan,,Tokyo,fullTime,,"['Power Platform', 'Power Apps', 'Power Automate', 'Power BI', 'Power Virtual Agent', 'Power Pages', 'アプリケーション開発', 'コンサルティング', '運用支援', 'D365', 'SAP', 'ERP', 'Azure', 'Teams', 'SharePoint', '市民開発支援', 'プロジェクト管理', '英語力']",experienced,,https://dxctechnology.wd1.myworkdayjobs.com/DXCJobs/job/JPN---TOKYO/XMLNAME--EAS-Microsoft-Dynamics-365------_51509711-16/apply,[],,False,active,"['Power Platformによるアプリケーションの開発(導入)、コンサルティング、運用および支援', '市民開発支援、IT統制、ルール整備、アセスメント、セキュリティ対策、設計、環境整備、PoC、トレーニング、アプリ開発の技術サポート', 'D365, SAPなどのERP周辺開発、アプリケーション開発、プロセス自動化、ワークフロー、PowerBIによる可視化、データ連携、システム間連携、Azure, Teams, SharePoint連携', '市民開発の活用促進支援、管理強化支援、運用作業代行、個別保守、継続的な改善提案', 'コンサルティング、アセスメント、要件定義、設計、導入、テスト、移行、教育、稼動後運用支援など、プロジェクトの上流から本稼動、運用定着化までのタスク']",onSite,projectManager,"['Power Platformでの業務アプリケーション開発プロジェクトでの要件定義、開発・導入経験(1年以上)', '顧客、社内（海外含む）、パートナー会社などの関連組織との円滑なコミュニケーションが図れること', 'MS以外の他社ローコード/ノーコードツールを利用したシステム開発や導入プロジェクト経験（歓迎）', 'Azure, Teams, SharePointなどの他MSクラウド製品の知識・経験（歓迎）', '市民開発支援の知識経験（歓迎）', 'ERP（SAP、Oracle、Microsoft、国産系など）製品の知識・経験（歓迎）', '財務会計、管理会計、販売／受注管理、在庫、購買、生産計画、生産管理、PLM、プロジェクト管理、倉庫管理、輸出入管理などのいづれかの業務知識（歓迎）', '英語力（読み書きができるレベル）（歓迎）', 'スクラッチシステム開発プロジェクト経験（歓迎）', 'システム導入の全体の流れ（プロジェクト計画～リリース）を理解している（歓迎）', 'オフショア開発管理経験(お客様：日本語、開発チーム：英語)（歓迎）', 'グローバルプロジェクト経験（歓迎）', 'プロジェクトマネージャー、プロジェクトリーダー経験（歓迎）', 'インフラやミドルウェアの技術的知識（歓迎）', 'プリセールス経験（歓迎）']",https://cdn.phenompeople.com/CareerConnectResources/DXTEGLOBAL/images/header-logo-1644231922264.png,DXC Technology,False,2025-08-02 19:19:59.061003,2025-08-02 19:19:59.061003,0,0,2025-06-17 00:00:00.000000,consultant
